,TIME OCC,Vict Age,Crm Cd Desc,AREA NAME,Vict Sex,Premis Desc,Weapon Desc,LOCATION
992206,1304,15,23,8,1,199,58,6133
992208,30,38,37,1,1,71,68,4729
992209,815,26,56,13,1,143,58,6706
992218,1600,53,4,8,0,158,58,1526
992222,1730,49,2,8,1,199,58,9480
992251,810,43,56,11,1,129,58,4889
992255,1840,47,4,16,0,199,58,3991
992256,1200,37,23,4,0,199,70,3519
992257,1510,37,4,6,1,34,45,7617
992261,1700,64,14,8,0,165,68,7176
992263,500,57,3,9,1,199,28,6590
992277,1850,42,13,17,1,189,68,5657
992286,1200,39,37,6,0,189,58,4826
992290,1810,36,36,11,1,151,37,5222
992296,1443,27,14,12,0,188,68,5926
992297,2140,59,23,4,0,151,70,745
992298,730,24,72,12,0,218,68,5926
992299,330,46,2,1,1,199,32,8605
992309,1000,46,4,15,0,163,58,5247
992311,2100,65,2,1,0,151,37,5377
992327,2200,19,2,9,0,199,69,5639
992331,100,51,56,1,1,199,58,3520
992340,2210,29,4,1,1,217,58,1717
992345,2030,70,10,10,1,189,70,5179
992349,55,62,56,0,1,48,58,9177
992359,1320,53,4,19,1,165,58,6858
992370,1630,29,56,16,1,45,3,7022
992382,1903,23,56,11,0,165,58,5049
992385,2320,46,72,12,1,188,68,40
992391,1100,35,37,20,0,189,58,5711
992401,430,64,56,10,1,199,58,9956
992413,1735,26,4,10,0,164,58,4518
992415,1015,41,37,20,1,199,58,10096
992416,2045,20,2,17,1,165,37,2334
992418,900,27,4,13,1,165,70,2508
992419,1200,64,10,1,1,160,14,6624
992428,1900,10,18,13,0,151,58,5953
992430,2030,35,37,16,1,199,58,4109
992437,28,56,4,19,1,189,58,7788
992440,2100,28,14,12,1,34,68,8255
992441,2300,29,56,4,1,165,24,4125
992446,2230,50,56,16,1,77,51,3984
992452,1415,62,4,1,0,165,58,7476
992461,530,23,10,15,1,151,37,5560
992474,2000,63,4,7,1,199,58,9770
992485,2030,66,4,13,1,151,58,8625
992486,2230,30,42,15,0,199,70,10117
992488,1428,40,2,18,1,188,28,9566
992494,1730,40,10,7,1,3,0,2294
992498,100,47,4,0,0,151,58,8930
992500,930,66,75,12,1,218,68,6634
992501,1935,38,2,6,0,188,32,2440
992509,1900,60,3,15,1,199,39,10041
992513,2000,53,52,1,0,199,58,6593
992519,2220,20,2,10,1,199,66,4374
992525,1600,67,23,11,1,151,70,8101
992526,1155,23,23,20,0,188,70,3123
992529,1830,47,4,0,1,189,58,3218
992537,2210,43,37,1,0,90,58,1785
992547,1432,52,80,12,1,188,68,7396
992551,1500,28,37,14,0,223,58,9111
992555,2110,16,7,5,0,199,58,9624
992569,10,77,56,15,1,199,37,9379
992574,1631,28,2,19,1,199,36,3270
992577,1220,29,56,0,1,182,58,7155
992582,1450,25,4,13,1,165,58,2688
992587,2118,18,2,7,1,199,51,9760
992605,1705,26,75,12,1,218,68,4623
992607,1400,28,14,12,1,188,68,6324
992614,1220,64,43,6,1,199,58,9251
992617,1600,23,37,9,1,151,58,4766
992619,1930,23,4,20,0,158,58,7784
992623,1155,27,14,9,1,199,68,2683
992625,1130,49,23,0,0,188,70,7905
992633,2010,52,56,19,0,158,24,3270
992636,2045,35,13,2,1,189,68,895
992640,1530,31,2,8,0,199,70,7267
992642,2350,34,56,1,1,188,56,3606
992647,1155,33,4,14,0,71,58,3382
992665,2035,49,26,12,1,218,68,5926
992666,830,49,4,13,1,188,58,772
992670,832,27,56,4,0,164,58,9717
992671,1830,18,56,1,1,74,58,8065
992678,1815,27,2,0,1,199,39,8271
992689,1940,52,2,1,1,199,24,3345
992691,1355,41,4,2,1,163,58,9049
992696,2230,30,80,6,0,59,68,7659
992702,1550,15,10,14,1,188,51,648
992716,345,50,79,0,1,189,38,1756
992722,1250,24,4,19,1,189,58,3470
992727,115,17,3,14,1,199,24,695
992750,2000,48,10,14,1,217,28,48
992757,1445,21,37,7,0,199,68,9349
992758,1745,17,4,8,0,165,58,1415
992771,800,25,10,1,1,74,33,8090
992783,1106,71,23,4,0,189,70,4230
992798,30,52,2,17,1,189,24,2550
992799,2220,26,56,14,1,199,24,1008
992811,145,22,56,0,1,199,58,9877
992812,1730,26,56,20,1,188,24,5903
992820,1655,47,56,15,1,199,58,2145
992823,400,37,67,12,1,218,68,6324
992828,1900,22,37,6,1,199,8,2726
992829,1630,53,23,9,1,199,29,5597
992833,500,29,4,15,0,3,58,10041
992836,1700,35,4,10,1,199,58,1703
992849,500,44,80,12,1,188,68,40
992857,1540,45,10,8,1,199,37,9601
992858,2000,30,37,4,0,189,58,3585
992860,610,38,56,14,1,199,58,8545
992864,2200,15,2,13,1,151,32,8127
992865,2140,25,36,0,0,189,58,3697
992867,2055,32,2,14,0,188,8,5316
992868,1745,21,80,19,1,48,45,3071
992871,1200,29,38,14,1,60,70,2848
992900,2200,22,2,4,1,165,24,309
992906,2200,32,43,20,0,151,58,4605
992914,2200,83,4,2,1,156,58,2630
992921,2100,49,37,19,0,199,58,3448
992923,1350,29,4,4,1,165,58,1726
992934,2235,30,2,15,1,188,45,4818
992939,1020,29,4,0,1,199,58,6794
992946,1450,20,4,4,1,188,58,754
992947,1220,27,4,0,0,199,58,7735
992949,2020,30,56,17,1,188,24,9940
992960,1200,3,13,12,1,35,68,6530
992962,445,23,72,15,1,151,58,846
992967,1800,18,52,19,0,223,58,9123
992971,650,50,4,0,1,199,58,9381
992994,345,74,10,0,1,189,37,4754
992996,1650,33,2,2,0,165,24,8805
992998,2350,19,2,0,1,165,8,8153
993004,1145,42,2,2,1,199,28,8399
993010,940,50,37,5,0,151,58,5355
993023,5,3,37,2,1,4,58,3070
993027,207,26,2,15,0,11,51,2104
993038,1630,51,4,20,1,151,68,330
993040,230,62,56,0,1,86,58,6331
993049,110,31,56,0,1,90,24,7772
993051,100,33,10,0,0,189,58,6852
993055,1620,37,82,12,1,188,68,40
993057,945,66,80,0,0,151,68,7000
993065,930,31,37,13,0,151,58,4332
993091,630,41,23,5,1,60,70,4521
993095,28,22,37,2,0,199,58,2605
993096,1300,12,4,2,0,59,58,3879
993099,530,47,4,13,0,151,58,6706
993100,1423,40,23,3,1,33,70,501
993108,920,25,2,1,1,223,58,288
993113,350,57,37,0,0,151,58,6322
993115,10,22,4,18,1,13,58,240
993119,825,59,4,8,1,189,58,4890
993123,55,51,61,5,0,189,24,4800
993137,1210,63,4,4,1,6,58,878
993138,1030,31,2,9,1,3,51,788
993154,1615,34,7,18,0,158,68,771
993161,45,34,2,14,0,189,45,3900
993166,1,28,2,14,0,189,51,6640
993169,2140,27,2,20,1,199,69,3378
993182,2315,51,2,14,0,189,68,4632
993188,1830,14,4,16,0,186,58,7192
993193,1120,47,2,18,1,199,58,691
993201,2030,25,3,13,1,199,50,9432
993208,350,28,80,3,0,223,66,2150
993211,430,52,37,12,0,189,58,765
993219,500,35,56,17,1,86,24,1878
993222,630,43,13,18,1,189,68,2372
993223,1145,40,80,4,0,151,58,3862
993227,1425,72,2,2,1,165,69,4002
993231,946,54,4,6,0,151,58,2437
993235,225,28,2,7,1,189,51,2276
993256,2215,27,43,8,1,165,58,5461
993264,2000,55,3,0,0,217,58,1783
993266,315,31,37,9,0,199,58,62
993269,1755,34,23,20,1,158,70,8392
993284,1200,8,17,15,1,189,58,3358
993289,1150,39,23,6,1,199,70,4439
993297,600,29,4,1,1,132,58,153
993313,1950,36,4,1,1,151,58,6742
993322,430,29,52,13,0,165,58,5255
993325,2145,42,75,12,1,218,68,4623
993329,1930,30,2,0,1,199,69,6992
993334,1150,31,36,16,0,189,68,5839
993336,1930,59,2,7,1,151,58,8898
993341,2200,28,36,0,0,189,58,7917
993342,30,34,37,15,1,158,58,5896
993355,1100,20,2,14,0,151,27,5402
993359,1,23,10,15,0,189,28,2108
993361,1800,57,23,15,1,189,70,5197
993366,720,35,2,17,1,60,24,7821
993376,1155,20,4,15,1,158,58,4854
993380,1600,31,56,12,0,199,58,1895
993400,2100,14,18,0,0,87,58,360
993413,1615,43,4,18,0,149,58,10139
993419,1340,47,37,15,0,165,58,6102
993420,1100,3,18,14,1,40,58,4631
993421,1015,61,13,18,1,189,58,7385
993425,2302,43,2,0,0,199,24,6214
993436,230,27,37,7,0,151,58,8350
993438,1109,17,4,1,0,151,58,87
993452,2355,20,43,18,0,13,12,726
993454,2145,39,2,14,1,199,58,9219
993463,1520,23,56,1,1,188,58,6591
993464,1000,51,4,3,1,227,58,610
993474,930,36,67,16,0,189,67,4114
993500,930,46,2,6,1,165,68,2956
993505,1600,66,80,6,0,50,68,307
993506,200,23,4,7,0,151,58,1973
993508,1300,47,23,12,1,218,68,4623
993510,1700,28,37,4,0,189,58,1390
993512,308,35,13,9,1,158,68,267
993518,2235,36,10,3,1,199,24,9811
993523,930,16,43,2,0,67,68,980
993525,1800,60,13,18,1,189,58,4830
993528,1630,21,4,8,1,158,58,7176
993530,630,40,56,8,1,199,11,7311
993532,500,20,37,2,0,151,58,10152
993535,1248,18,10,15,1,151,70,4076
993540,1630,50,56,16,1,79,70,7118
993545,600,13,18,7,0,189,58,1815
993554,1300,40,13,8,1,198,58,1537
993555,1600,17,18,7,0,151,58,1529
993556,1507,40,2,0,0,188,24,7778
993560,1000,28,13,12,1,189,68,1418
993565,1200,55,56,0,0,151,58,3689
993566,600,48,72,12,0,218,68,5926
993572,1620,39,86,14,0,189,38,6642
993574,2130,52,23,1,0,87,70,4682
993594,430,41,23,4,0,223,70,6754
993595,1030,34,37,17,0,165,58,7575
993603,1500,8,18,2,0,189,68,8809
993606,1755,45,4,1,1,220,58,7990
993614,1610,56,37,14,0,17,68,8957
993629,630,47,75,12,0,218,68,5926
993638,1900,56,37,7,0,189,58,1858
993641,915,77,2,1,1,151,23,5310
993649,1640,44,23,13,1,143,70,6706
993662,320,23,4,6,0,158,58,6884
993672,1930,29,4,6,0,165,58,7389
993679,1345,49,4,15,0,23,58,9072
993723,1655,34,4,19,0,199,58,9838
993727,340,36,2,8,0,189,58,5886
993734,1600,6,18,7,1,189,4,2167
993745,1800,56,4,1,0,74,58,8065
993755,2100,23,4,6,1,188,58,6552
993759,1540,40,37,3,0,199,58,1210
993769,2110,36,2,17,1,3,66,5866
993772,1910,38,43,20,0,165,58,9312
993781,1730,64,77,9,1,199,68,9416
993783,1500,28,4,15,1,189,58,4560
993786,700,52,2,12,1,216,5,4604
993790,1400,17,3,15,1,77,58,5537
993802,1330,15,2,19,1,67,68,3032
993818,2117,49,75,12,0,218,68,4623
993821,130,42,37,15,0,189,58,5818
993822,1955,27,80,4,1,189,58,1784
993823,2100,32,36,6,0,151,58,6401
993826,1730,37,63,11,1,165,58,9776
993829,830,31,2,1,1,188,21,7989
993830,1715,19,2,1,1,199,24,9087
993835,1031,37,13,12,1,151,68,8255
993836,1315,53,72,12,0,218,68,5283
993837,1510,27,72,12,1,218,68,7549
993838,838,48,4,4,1,16,58,5141
993843,1000,36,52,11,0,189,58,5360
993846,1300,24,4,15,0,199,58,5691
993850,520,80,4,13,1,199,58,8089
993851,1200,43,2,6,1,165,56,2687
993853,340,25,56,17,1,199,58,2160
993865,1430,39,37,14,0,151,58,5399
993871,2000,23,36,17,0,189,58,2249
993877,1330,28,2,4,1,199,51,9092
993887,1245,14,2,4,1,67,58,2374
993889,1950,43,37,11,0,48,58,7462
993899,1100,56,2,15,1,189,24,5777
993907,1000,13,10,7,1,151,37,8541
993913,210,53,2,2,1,188,36,9739
993915,1330,70,2,0,1,199,69,9655
993920,2200,24,14,9,0,199,68,2664
993921,15,27,4,7,0,182,58,2567
993926,1700,39,37,7,0,151,58,8396
993935,2330,18,52,4,0,164,58,3356
993944,1230,62,23,8,1,188,70,6110
993955,1930,32,36,7,0,199,58,10023
993958,2000,28,4,12,0,218,68,4623
993970,1450,68,23,14,1,199,70,9467
993973,130,56,4,8,1,151,58,6946
993974,1830,19,4,10,0,182,58,4257
993993,1630,58,22,14,1,158,37,8853
993995,1620,66,4,16,1,165,58,3985
993997,800,47,37,2,0,151,58,8478
993998,2200,16,4,19,0,189,58,7558
993999,1248,44,4,2,0,182,58,8834
994002,1740,38,4,19,1,7,58,7554
994003,2300,63,75,18,1,189,68,770
994017,1340,21,56,19,1,189,58,7147
994018,1635,37,10,11,1,188,39,6704
994020,1545,31,2,15,1,3,58,10095
994031,930,39,56,11,1,188,58,9952
994034,1830,40,2,7,1,189,51,1929
994035,130,25,72,12,0,218,68,4623
994048,1140,42,4,16,0,151,58,3983
994055,1230,37,4,12,1,218,68,5926
994056,1057,30,72,12,1,218,68,6634
994062,2200,32,74,6,1,199,58,9975
994067,1040,53,4,5,1,189,58,4873
994068,1930,49,4,1,1,197,58,820
994069,830,28,37,4,0,189,58,2507
994079,1900,33,56,14,1,188,58,2876
994081,1430,21,4,7,1,165,58,2275
994083,1530,68,4,7,0,189,58,1520
994087,1355,69,2,18,1,199,0,9921
994094,130,66,4,11,0,151,58,332
994101,1650,39,2,5,1,199,27,9961
994104,1930,23,23,13,1,151,56,6740
994105,1200,21,23,3,0,199,70,663
994110,1830,48,4,4,0,189,58,2003
994112,15,38,37,11,0,199,58,9697
994114,1,60,23,17,0,189,70,7104
994118,1420,30,2,14,1,189,37,8597
994134,1445,48,4,9,1,199,58,8647
994149,1124,27,4,0,1,48,58,6912
994152,1200,46,23,15,1,189,70,848
994166,2355,46,14,20,0,199,68,8197
994168,1200,54,4,20,1,188,58,6899
994177,55,29,2,1,1,166,0,5998
994180,700,21,4,14,0,189,58,5290
994185,900,13,24,7,1,73,4,2565
994186,1340,60,2,6,1,165,68,9906
994189,1420,29,4,5,1,199,58,4571
994190,1250,51,56,4,0,199,58,3483
994198,2345,33,2,2,1,165,58,3877
994206,15,22,23,18,1,189,70,264
994209,120,23,2,15,1,189,27,350
994216,434,20,2,6,1,199,66,6298
994218,200,21,7,15,0,189,58,845
994226,600,25,36,0,0,188,58,8846
994235,1900,22,14,9,1,199,68,8626
994240,1540,16,56,9,1,199,58,4962
994242,1500,27,86,5,0,151,70,166
994245,2055,42,22,14,1,199,51,607
994248,1140,43,36,0,0,199,32,7731
994253,2000,31,58,20,0,199,58,5705
994254,800,69,4,19,1,156,58,7254
994257,300,34,36,15,0,189,58,5114
994272,100,35,2,8,1,151,58,1107
994276,1450,56,4,8,0,199,58,10060
994277,1655,30,4,3,0,151,58,7887
994280,1800,56,2,16,0,189,58,8404
994285,700,56,4,14,1,189,58,9065
994287,2200,46,36,11,0,151,58,4720
994290,2200,41,37,9,0,151,58,4641
994291,1215,45,2,0,1,3,68,9945
994300,35,53,22,14,1,189,66,3748
994322,845,47,4,14,1,59,58,2833
994325,2116,43,36,10,0,199,58,4587
994332,630,33,4,12,0,218,58,4623
994339,2355,50,61,15,0,189,66,2987
994344,1515,26,4,19,1,199,58,2803
994346,2315,48,5,2,1,75,68,3794
994357,200,18,52,6,0,223,58,7008
994358,15,54,2,8,1,14,69,5843
994390,1855,24,2,0,1,165,24,6522
994392,300,22,4,10,0,165,58,5747
994393,2300,50,52,14,0,151,58,956
994397,1120,24,23,0,1,199,58,1374
994401,1930,19,37,14,0,223,58,9067
994402,2245,27,37,16,1,151,58,8447
994409,2345,59,2,0,1,217,28,372
994419,1945,19,56,15,1,86,58,5723
994421,2200,42,80,12,1,165,68,5874
994428,1600,32,23,19,0,157,70,2875
994433,1100,32,37,14,0,227,58,497
994438,2100,22,37,2,0,199,58,2827
994444,1100,20,37,6,0,189,58,2442
994445,1515,19,2,11,0,79,23,2983
994446,1845,16,4,14,0,199,58,545
994450,1700,62,4,13,1,151,58,292
994454,2210,32,36,16,0,189,58,7894
994455,920,29,10,0,1,159,24,513
994479,1445,22,80,5,1,199,69,4519
994485,2020,28,56,17,1,165,24,7679
994486,830,76,4,1,0,166,68,3693
994491,2130,33,14,12,0,199,68,6617
994501,1500,16,2,15,1,189,24,4308
994503,1100,19,75,12,0,218,68,4623
994505,2000,39,2,1,1,188,32,7533
994510,1300,79,56,7,0,165,28,508
994528,2300,32,2,1,1,188,6,7350
994539,1429,44,75,12,1,218,68,4623
994543,925,37,72,8,1,66,68,4969
994544,930,26,10,14,0,165,70,964
994547,2100,36,23,0,1,189,70,2113
994548,1830,35,27,19,1,3,24,7121
994554,1845,59,4,1,1,74,58,7458
994575,1200,44,4,5,1,189,58,4868
994590,435,33,37,14,1,189,58,6643
994593,1245,54,23,15,0,12,70,5101
994595,1,26,75,12,1,218,68,5926
994599,245,67,4,20,1,151,58,5978
994600,1830,41,37,9,0,189,58,94
994601,730,64,4,1,1,43,58,5257
994610,1315,34,56,17,1,188,58,2168
994611,1745,51,10,11,1,199,28,2743
994614,1430,22,4,3,1,189,68,8970
994615,1000,72,4,16,1,164,58,9999
994616,2300,69,37,6,1,151,58,799
994635,1900,26,37,2,1,189,58,3450
994636,1915,13,56,4,1,165,58,2748
994638,615,21,13,16,1,59,68,6862
994650,2030,45,4,18,1,188,32,2097
994651,300,22,63,6,0,151,58,2957
994654,1450,53,4,7,0,188,58,2335
994666,1032,60,10,3,0,199,24,637
994670,2130,23,37,14,0,189,58,2706
994673,130,31,37,12,1,218,58,4623
994679,1230,35,2,15,1,189,28,1746
994680,1925,31,4,0,0,158,58,4483
994689,135,47,23,16,0,199,68,10016
994690,2200,23,10,0,1,188,24,6471
994707,1910,40,72,12,1,218,58,5283
994710,800,29,13,18,1,151,68,1220
994726,1050,64,2,9,1,199,37,9759
994736,1750,66,4,20,1,158,58,6882
994745,1900,55,4,4,0,192,58,3672
994749,25,31,4,1,1,199,58,387
994751,930,71,13,8,0,189,58,1474
994759,200,15,24,14,0,189,58,7399
994765,1215,57,13,6,0,189,68,4320
994785,1531,48,72,12,0,218,68,40
994786,2350,31,3,13,1,151,24,4716
994787,121,26,14,9,1,188,68,3764
994788,2030,28,37,0,0,199,58,8170
994803,1024,34,4,1,0,199,58,8677
994805,1728,21,2,15,1,199,24,9074
994806,1700,48,37,11,1,151,58,4714
994807,2030,22,4,15,1,199,58,4526
994809,1451,50,56,15,1,199,58,9702
994816,750,32,2,10,1,188,24,6121
994830,1100,53,4,0,0,189,58,3213
994833,110,17,56,9,1,199,24,6266
994834,700,55,4,19,1,149,58,9779
994847,1100,41,37,14,0,189,58,4653
994848,1945,37,2,14,1,199,23,8983
994849,1,56,2,0,1,60,68,9394
994853,20,48,6,17,1,165,58,6971
994854,2230,38,37,3,0,199,68,8442
994855,1400,52,4,0,0,151,58,7521
994857,1915,32,2,20,0,182,12,6610
994881,1,29,37,10,0,189,58,6181
994888,130,38,37,10,1,151,58,3176
994898,1920,41,2,0,0,199,0,9214
994911,1900,26,2,12,0,13,12,1618
994913,1910,44,2,4,0,158,51,1251
994914,830,31,23,4,1,199,70,4739
994920,1830,21,4,16,1,186,58,7192
994922,1000,57,38,3,0,199,58,9812
994926,900,14,18,11,0,223,58,10111
994927,415,62,2,0,1,60,39,6522
994937,2000,23,36,10,0,189,28,5716
994940,1800,22,56,9,0,199,24,4247
994953,950,19,2,4,1,165,23,3603
994957,2125,40,43,5,0,182,68,5867
994958,1600,6,18,10,1,189,58,4916
994961,2230,57,80,12,1,188,68,6923
994970,1300,22,4,8,1,165,58,6909
994976,1850,25,10,2,1,151,36,3488
994987,1918,16,51,11,0,151,58,1724
994996,130,46,2,17,1,188,24,2279
994998,2230,59,56,1,1,74,24,8065
995002,1720,12,4,8,1,151,58,1061
995006,2140,33,37,4,0,151,58,1733
995008,2200,45,80,6,0,199,68,794
995013,920,31,4,17,1,188,58,9356
995015,30,44,14,9,1,3,68,781
995017,1350,29,23,17,1,79,70,2222
995024,200,42,2,3,1,199,35,1554
995026,2025,38,4,9,0,189,58,1678
995035,1730,23,4,20,0,165,58,7667
995038,110,50,2,14,1,199,24,963
995043,1650,27,56,0,1,199,58,9234
995046,1330,80,10,14,0,162,37,2690
995047,1815,22,7,18,0,49,58,3140
995049,700,44,75,12,0,218,68,5283
995051,2200,39,37,20,0,151,58,5359
995058,1545,47,4,1,1,199,58,144
995062,30,35,2,11,1,188,29,5253
995084,1400,52,13,18,0,189,68,2421
995094,135,22,2,14,1,199,8,6810
995095,1130,51,41,19,0,76,58,3259
995105,2000,36,2,16,1,165,35,3882
995107,810,99,37,2,0,189,58,987
995109,1800,15,57,10,0,199,58,768
995113,1242,41,72,12,1,218,68,40
995114,1300,35,23,2,1,157,70,8576
995121,1600,63,4,15,0,151,58,4494
995123,1200,78,10,14,0,3,68,9018
995124,2130,33,37,17,0,151,58,2279
995125,710,68,10,2,0,165,24,8914
995127,530,32,2,9,1,188,2,9081
995129,2000,24,37,14,0,151,58,8183
995132,2000,49,43,6,1,188,58,9506
995148,1300,75,2,1,1,199,39,9990
995159,2330,65,4,4,0,189,58,1616
995165,1330,17,23,0,0,67,70,6216
995176,1155,43,4,0,1,63,58,7636
995178,100,35,37,4,0,223,58,9392
995181,2035,43,37,19,0,151,58,7128
995185,2000,27,56,13,1,165,28,3937
995188,1238,23,2,0,1,189,66,5413
995189,930,37,23,8,1,87,70,1047
995202,901,31,37,4,1,165,58,4511
995221,140,61,56,1,1,188,39,1721
995234,1210,48,56,0,1,199,58,8308
995236,1120,58,2,14,0,227,66,9396
995240,2100,24,56,19,0,165,58,3465
995242,704,45,23,3,1,189,70,8274
995250,1730,26,56,9,0,79,70,7207
995255,1655,29,4,1,0,74,58,8065
995257,2100,47,2,7,1,165,51,8840
995270,1600,57,10,9,1,217,49,6652
995274,2345,33,4,6,1,135,58,6285
995275,2238,31,4,1,0,199,58,4592
995281,1145,21,37,18,1,151,58,3149
995283,2048,41,4,1,0,166,58,8777
995285,300,28,1,0,1,199,68,9416
995297,2200,33,56,14,1,188,68,9112
995298,1302,33,7,8,0,188,58,9779
995300,425,26,36,14,0,189,24,561
995304,840,63,2,4,1,151,35,8620
995308,2230,47,2,12,1,13,5,7276
995337,1550,15,10,14,1,188,51,648
995342,1955,54,2,16,0,189,24,7756
995346,700,60,7,2,0,158,58,434
995349,1133,32,4,9,0,165,58,8102
995353,230,29,74,6,1,188,58,7188
995358,1100,30,2,9,0,199,24,9899
995359,1925,30,4,4,1,199,58,8774
995361,1450,67,37,8,1,158,58,905
995373,1345,40,75,12,1,218,68,4623
995390,1330,56,4,1,1,151,58,5906
995402,1800,47,23,10,0,151,70,1650
995416,1146,38,4,17,1,199,58,9929
995420,1950,34,56,15,1,199,58,877
995424,2315,29,56,16,0,189,24,4102
995428,2145,25,37,8,0,199,58,706
995429,1250,22,2,9,1,199,24,9168
995449,2330,23,10,10,1,199,24,9116
995458,1937,37,7,2,0,42,58,8331
995466,1500,19,23,12,0,218,70,40
995473,1230,33,4,18,1,199,58,1157
995487,1730,99,2,20,0,227,32,2892
995492,600,8,58,7,0,189,58,8265
995499,1940,42,37,6,1,151,68,2442
995501,1600,33,4,10,0,188,68,3627
995503,424,38,14,9,1,199,68,2701
995507,500,29,2,14,1,199,51,1904
995509,800,49,80,12,0,188,68,6586
995522,1315,58,2,0,1,199,43,7144
995530,1510,21,38,19,1,81,24,2633
995534,1150,21,2,14,1,199,14,1002
995535,500,31,80,12,1,188,68,6427
995540,250,51,4,2,0,199,58,9267
995547,1010,26,36,15,0,151,58,5524
995553,1355,40,75,12,0,218,68,6634
995554,207,32,4,12,1,47,58,603
995555,2150,31,56,20,1,199,36,740
995557,1355,27,4,14,1,25,58,1225
995558,300,78,2,19,0,151,37,6237
995560,1451,54,4,20,1,189,58,339
995568,1930,26,52,8,0,189,58,7711
995569,1250,18,4,4,0,165,58,4432
995570,1245,53,4,10,1,188,58,6060
995571,2035,60,4,8,0,151,58,1868
995573,1820,20,4,13,0,182,58,3420
995575,900,39,80,0,0,199,68,6268
995591,1600,57,2,14,0,189,24,8051
995599,930,53,23,12,1,199,70,9664
995605,2300,41,37,14,0,189,58,6663
995608,1515,47,4,13,0,158,58,3012
995609,830,54,67,12,0,188,68,6888
995612,1115,35,4,1,1,199,68,6678
995616,2004,37,10,5,0,70,40,1623
995617,1100,38,77,2,0,165,45,410
995620,940,40,37,1,0,158,58,6709
995635,1217,50,28,18,0,149,28,9907
995636,1300,57,4,16,1,151,58,4121
995637,1145,31,2,0,1,199,69,9396
995642,2230,34,4,14,0,189,58,5289
995643,1035,47,10,8,0,151,70,926
995644,1620,47,75,12,1,188,68,6634
995650,1930,84,2,13,1,151,58,3633
995653,900,45,23,0,1,199,70,7419
995656,1945,57,10,11,1,199,28,10139
995657,5,32,56,9,1,77,58,6869
995681,2034,35,37,0,0,199,68,6887
995683,2020,21,37,1,1,151,58,6071
995692,1430,55,4,16,0,188,58,7222
995695,2300,28,13,17,1,166,15,2229
995696,2035,30,4,13,0,188,58,4614
995707,1320,32,2,0,1,199,32,6526
995718,2100,55,4,6,1,22,58,9906
995731,1535,61,2,0,0,199,24,203
995742,1500,30,10,11,1,165,21,10041
995746,1900,19,56,2,1,71,58,3842
995750,917,35,72,0,1,189,58,5159
995758,200,42,2,20,0,188,58,5499
995760,1500,54,2,9,1,189,0,3716
995770,150,50,2,14,0,60,58,9528
995773,1030,40,37,13,0,71,58,3431
995774,1115,42,7,16,0,4,58,8588
995778,1025,31,4,1,1,131,58,6720
995780,2205,35,37,4,0,199,58,8081
995797,1300,36,13,18,0,151,68,8094
995801,1200,9,17,16,0,151,4,7570
995804,1200,4,24,9,0,151,58,5615
995805,1700,44,4,2,1,189,58,8980
995806,745,31,77,10,1,199,68,9977
995807,1217,68,2,12,0,157,14,447
995809,1800,36,37,16,0,151,58,3972
995820,615,55,4,10,0,149,58,10042
995824,1424,57,72,12,0,218,68,40
995829,1130,36,2,16,0,188,45,9361
995831,1100,19,4,0,0,189,58,4863
995839,2150,35,2,18,1,199,3,9121
995864,1930,39,77,7,1,199,8,9857
995865,1630,47,23,17,1,188,70,10055
995873,1750,37,36,0,1,199,69,7948
995882,1745,41,23,0,1,199,54,6178
995883,1652,30,56,20,1,158,24,8289
995885,1140,30,2,12,1,216,68,4947
995889,2325,36,56,14,1,188,51,8602
995895,2225,69,23,12,1,218,68,4623
995899,140,48,2,4,1,199,32,9783
995906,800,41,4,6,1,151,58,7562
995914,1600,62,52,14,0,189,58,1423
995915,2215,46,2,19,1,151,68,7279
995935,1600,61,56,0,0,189,58,3423
995940,100,33,4,0,1,189,58,6035
995941,415,35,2,14,0,199,69,8905
995942,1040,31,4,12,1,60,8,7827
995944,1115,18,36,0,0,199,24,9416
995945,45,23,37,3,0,199,58,10022
995955,300,21,37,9,0,188,58,9510
995960,2340,24,37,3,0,189,58,1808
995969,1835,38,37,9,0,189,58,5887
995973,2000,16,4,19,0,165,58,3032
995977,100,40,7,8,0,151,58,926
995986,800,46,35,12,0,218,68,3544
995996,200,20,56,9,1,188,51,9081
995999,1815,63,4,0,0,189,58,4754
996001,330,18,2,4,1,70,24,2102
996023,800,31,36,16,0,189,68,5839
996027,1700,26,2,9,1,165,51,10046
996029,115,34,4,15,1,158,58,5633
996030,1100,36,4,14,1,189,58,735
996031,400,17,37,7,0,189,58,8535
996041,1400,63,56,15,0,188,58,4369
996050,1600,28,4,6,1,182,58,7234
996057,1220,10,4,11,0,193,58,3612
996060,1900,51,23,9,0,29,70,5810
996066,2020,32,37,7,0,151,58,8285
996067,1225,58,14,12,0,188,68,6826
996087,815,23,4,1,1,188,68,9070
996092,730,49,4,8,0,165,68,1445
996093,1630,13,56,15,1,199,58,9687
996100,1545,31,56,0,0,149,58,9381
996107,840,36,2,8,0,21,39,9593
996111,1300,68,4,19,0,188,58,3245
996112,1200,64,13,18,1,189,68,8609
996121,1445,24,3,4,0,188,58,4305
996126,1435,34,43,18,1,188,68,10120
996131,1615,47,56,17,1,164,58,9490
996132,1152,33,72,12,0,188,68,40
996136,1900,41,37,20,0,151,58,6715
996142,815,35,75,12,0,218,68,40
